Id,init_name,full_name,affiliation,city,country
2799,HEINESCH B,HEINESCH BERNARD,Univ Liege  Gembloux Agrobio Tech  TERRA  Ecosyst Atmosphere Exchanges  Ave Fac 8,B-5030 Gembloux,Belgium
2800,HELD J,HELD JANA,Univ Klinikum Tubingen  Inst Tropenmed,D-72074 Tubingen,Germany
2801,HELD J,HELD JANA,Ctr Rech Med Lambarene,Lambarene,Gabon
2802,HELD J,HELD JANA,Heinrich Pette Inst  German Ctr Infect Res,Hamburg,Germany
2803,HEMINGWAY J,HEMINGWAY JANET,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2804,HEMINGWAY J,HEMINGWAY JANET,Univ Liverpool Liverpool Sch Trop Med  Liverpool,Merseyside,England
2805,HEMINGWAY J,HEMINGWAY JANET,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
2806,HENRY M C,HENRY MARIECLAIRE,,,
2807,HERBETH B,HERBETH BERNARD,,,
2808,HERMANN E,HERMANN EMMANUEL,,,
2809,HERMANN E,HERMANN EMMANUEL,Univ Lille Nord France  Inst Pasteur Lille  CIIL  Inserm U1019 CNRS UMR 8204,F-59019 Lille,France
2810,HERMANS M,HERMANS M,,,
2811,HEUTON K R,HEUTON KYLE R,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
2812,HIGGINS M K,HIGGINS MATTHEW K,,,
2813,HIGGINS M K,HIGGINS MATTHEW K,Univ Cambridge  Dept Biochem,Cambridge CB2 1QW,England
2814,HLAING T,HLAING THAUNG,,,
2815,HLAING T,HLAING THAUNG,Minist Hlth  Med Entomol Res Div  Dept Med Res Lower Myanmar,Yangon,Myanmar
2816,HODEL E M,HODEL EVA MARIA,,,
2817,HODEL E M,HODEL EVA MARIA,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
2818,HODEL E M,HODEL EVA MARIA,Univ Liverpool  Liverpool Sch Trop Med  Dept Parasitol  Liverpool L3 5QA,Merseyside,England
2819,HODEL E M,HODEL EVA MARIA,Swiss Trop Inst & Publ Hlth Inst,Basel,Switzerland
2820,HODEL E M,HODEL EVA MARIA,Univ Liverpool  Liverpool Sch Trop Med  Clin Sci  Liverpool L3 5QA,Merseyside,England
2821,HODEL E M,HODEL E M,,,
2822,HODEL E M,HODEL E M,Swiss Trop & Publ Hlth Inst,Basel,Switzerland
2823,HODEL E M,HODEL E M,Univ Liverpool  Liverpool Sch Trop Med  Dept Parasitol  Liverpool L3 5QA,Merseyside,England
2824,HOEK H W,HOEK HANS W,,,
2825,HOEK H W,HOEK HANS W,Parnassia Psychiat Inst,The Hague,Netherlands
2826,HONNOUVO G,HONNOUVO G,,,
2827,HORNBERGER J C,HORNBERGER JOHN C,,,
2828,HORNBERGER J C,HORNBERGER JOHN C,Cedar Associates,Menlo Pk,CA USA
2829,HOSGOOD H D,HOSGOOD H DEAN,,,
2830,HOSGOOD H D,HOSGOOD H DEAN,Albert Einstein Coll Med,Bronx,NY 10467 USA
2831,HOSMALIN A,HOSMALIN ANNE,,,
2832,HOSMALIN A,HOSMALIN ANNE,Univ Paris 05  CNRS  Inst Cochin  UMR 8104,Paris,France
2833,HOSMALIN A,HOSMALIN ANNE,INSERM  U567,Paris,France
2834,HOTEZ P J,HOTEZ PETER J,,,
2835,HOTEZ P J,HOTEZ PETER J,Baylor Coll Med,Houston,TX 77030 USA
2836,HOUANSOU J,HOUANSOU J,,,
2837,HOUARD S,HOUARD SOPHIE,,,
2838,HOUARD S,HOUARD SOPHIE,Univ Klinikum Heidelberg  European Vaccine Initiat,Heidelberg,Germany
2839,HOUEDOKOHO A F,HOUEDOKOHO ARNAUD F,,,
2840,HOUEDOKOHO A F,HOUEDOKOHO ARNAUD F,Univ Parakou  Fac Agron,Parakou,Benin
2841,HOUESSOU L G,HOUESSOU LAURENT G,,,
2842,HOUESSOU L G,HOUESSOU LAURENT G,Univ Abomey Calavi  Fac Agron Sci  Lab Appl Ecol,Cotonou,Benin
2843,HOUEVOESSA S,HOUEVOESSA SPERAUD,CREC,Cotonou,Benin
2844,HOUGARD J,HOUGARD J,,,
2845,HOUGARD J M,HOUGARD JM,,,
2846,HOUGARD J M,HOUGARD JEANMARC,,,
2847,HOUGARD J M,HOUGARD J M,,,
2848,HOUHOUIGAN J,HOUHOUIGAN J,,,
2849,HOUHOUIGAN J,HOUHOUIGAN J,Univ Abomey Calavi  Dept Nutr & Food Sci,Cotonou,Benin
2850,HOUNDETE T,HOUNDETE T,,,
2851,HOUNGBEGNON P,HOUNGBEGNON PARFAIT,,,
2852,HOUNGBEGNON P,HOUNGBEGNON PARFAIT,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
2853,HOUNGBEGNON P,HOUNGBEGNON PARFAIT,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2854,HOUNGBEGNON P,HOUNGBEGNON PARFAIT,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Cotonou,Benin
2855,HOUNGBEGNON P,HOUNGBEGNON PARFAIT,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Cotonou,Benin
2856,HOUNGBEME C H,HOUNGBEME CHRISTOPHE HOUNTON,,,
2857,HOUNGBEME C H,HOUNGBEME CHRISTOPHE HOUNTON,Hop Zone Suru Lere,Cotonou,Benin
2858,HOUNGNIHIN R,HOUNGNIHIN ROCH,,,
2859,HOUNGNIHIN R,HOUNGNIHIN ROCH,Univ Abomey Calavi  Dept Sociol & Anthropol,Calavi,Benin
2860,HOUNGUEVOU G,HOUNGUEVOU GBETOGNON,,,
2861,HOUNGUEVOU G,HOUNGUEVOU GBETOGNON,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
2862,HOUNHOUTGAN J,HOUNHOUTGAN JOSEPH,,,
2863,HOUNHOUTGAN J,HOUNHOUTGAN JOSEPH,Univ Abomey Calavi  Lab Physiol Nutr,Cotonou,Benin
2864,HOUNKONNOU H,HOUNKONNOU HERMINE,Ctr Rech Entomol Cotonou,Cotonou 06,Benin
2865,HOUNKONNOU M N,HOUNKONNOU MN,,,
2866,HOUNKONNOU M N,HOUNKONNOU MAHOUTON NORBERT,,,
2867,HOUNKONNOU M N,HOUNKONNOU MAHOUTON NORBERT,Univ Abomey Calavi  Int Chair Math Phys & Applicat  ICMPA UNESCO Chair,Cotonou,Benin
2868,HOUNKONNOU M N,HOUNKONNOU MAHOUTON NORBERT,UNESCO Chair  ICMPA,Cotonou,Benin
2869,HOUNKONNOU N,HOUNKONNOU N,,,
2870,HOUNKONNOU N,HOUNKONNOU N,Chaire Int Phys Math & Applicat,Cotonou,Benin
2871,HOUNKONNOU N,HOUNKONNOU N,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France
2872,HOUNKPATIN B,HOUNKPATIN BENJAMIN,,,
2873,HOUNKPATIN B,HOUNKPATIN BENJAMIN,Mother & Child Hosp,Cotonou,Benin
2874,HOUNKPE V O,HOUNKPE VIRGILE OLIVIER,,,
2875,HOUNKPE V O,HOUNKPE VIRGILE OLIVIER,Ctr Sante Commune Djougou  02 BP 681,Porto Novo,Benin
2876,HOUNTO A,HOUNTO AURORE,,,
2877,HOUNTO A,HOUNTO AURORE,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
2878,HOUNTOHOTEGBE T,HOUNTOHOTEGBE TATIANA,,,
2879,HOUNTOHOTEGBE T,HOUNTOHOTEGBE TATIANA,Lab Ctr Lutte Integree Paludisme,Cotonou,Benin
2880,HOUZE P,HOUZE PASCAL,,,
2881,HOUZE P,HOUZE PASCAL,Hop St Louis  Biochem Lab,Paris,France
2882,HOUZE P,HOUZE PASCAL,St Louis Hosp  Biochem Lab,F-75010 Paris,France
2883,HOUZE P,HOUZE P,,,
2884,HOUZE P,HOUZE P,Hop St Louis  Biochem Lab,Paris,France
2885,HOUZE P,HOUZE PASCAL,St Louis Hosp  AP HP  Biochem Lab,Paris,France
2886,HOUZE S,HOUZE SANDRINE,Paris Descartes Univ  Hop Bichat Claude Bernard  AP HP  Parasitol Lab EA209,F-75018 Paris,France
2887,HOUZE S,HOUZE SANDRINE,,,
2888,HOUZE S,HOUZE SANDRINE,Univ Paris 05,Paris,France
2889,HOUZE S,HOUZE SANDRINE,AP HP Bichat C Bernard Hosp  Parasitol Lab,Paris,France
2890,HOUZE S,HOUZE S,,,
2891,HOUZE S,HOUZE S,Hop Bichat Claude Bernard  Parasitol Lab,F-75877 Paris 18,France
2892,HOUZE S,HOUZE SANDRINE,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
2893,HOUZE S,HOUZE SANDRINE,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
2894,HOUZE S,HOUZE SANDRINE,Bichat C Bernard Hosp  AP HP  Parasitol Lab  French Natl Malaria Reference Ctr,Paris,France
2895,HOWARD A F V,HOWARD ANNABEL F V,Univ Wageningen & Res Ctr  Entomol Lab,NL-6700 EH Wageningen,Netherlands
2896,HOWARD A F V,HOWARD ANNABEL F V,,,
2897,HOWARD A F V,HOWARD ANNABEL F V,Univ Wageningen & Res Ctr  Entomol Lab,Wageningen,Netherlands
2898,HOY D G,HOY DAMIAN G,,,
2899,HOY D G,HOY DAMIAN G,Univ Queensland  Sch Populat Hlth  Brisbane,Qld,Australia
2900,HOY D G,HOY DAMIAN G,Secretariat Pacific Community  Publ Hlth Div,Noumea,New Caledonia
2901,HUANG F,HUANG FANG,Chinese Ctr Dis Control & Prevent  Natl Inst Parasit Dis  WHO Collaborating Ctr Malaria Schisostomiasis & F  Key Lab Parasite & Vector Biol Minist Hlth,Shanghai 200025,Peoples R China
2902,HUANG J J,HUANG JOHN J,,,
2903,HUANG J J,HUANG JOHN J,Yale Univ,New Haven,CT USA
2904,HUBERT P,HUBERT PHILIPPE,,,
2905,HUBERT V,HUBERT VERONIQUE,,,
2906,HUGARD J M,HUGARD JEAN M,,,
2907,HUGARD J M,HUGARD JEAN M,IRD,Cotonou,Benin
2908,HUMPHREYS G S,HUMPHREYS GEORGINA S,,,
2909,HUMPHREYS G S,HUMPHREYS GEORGINA S,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
2910,HUMPHREYS G S,HUMPHREYS GEORGINA S,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
2911,HUMPHREYS G S,HUMPHREYS GEORGINA S,WWARN,Oxford,England
2912,HUNT R H,HUNT RICHARD H,,,
2913,HUNT R H,HUNT RICHARD H,Univ Witwatersrand  Fac Hlth Sci  Sch Pathol  Wits Res Inst Malaria,Johannesburg,South Africa
2914,HURRELL R,HURRELL R,,,
2915,HURRELL R,HURRELL R,Swiss Fed Inst Technol  Dept Hlth Sceinces & Technol  Inst Food Nutr & Hlth  Human Nutr Lab,Zurich,Switzerland
2916,HURRELL R F,HURRELL RICHARD F,,,
2917,HUYNH B T,BICH TRAM,,,
2918,HUYNH B T,BICHTRAM HUYNH,,,
2919,HUYNH B T,HUYNH B T,,,
2920,HUYNH B T,HUYNH BICH TRAM,,,
2921,HUYNH B T,HUYNH BICH TRAM,Inst Rech Dev  UMR 216,Paris,France
2922,HUYNH B T,HUYNH BICH TRAM,Univ Paris 05  PRES Sorbonne Paris Cite  Fac Pharm,Paris,France
2923,HVIID L,HVIID LARS,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
2924,HVIID L,HVIID LARS,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
2925,HWANG J,HWANG JIMEE,,,
2926,HWANG J,HWANG JIMEE,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
2927,HWANG J,HWANG JIMEE,Univ Calif San Francisco  Global Hlth Grp,San Francisco,CA 94143 USA
2928,HWANG J,HWANG JIMEE,US Ctr Dis Control & Prevent,Atlanta,GA USA
2929,IBITOKOU S,IBITOKOU S,,,
2930,IBITOKOU S,IBITOKOU SAMAD,,,
2931,IBITOKOU S,IBITOKOU SAMAD,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
2932,IBITOKOU S,IBITOKOU SAMAD,IRD  UR010,Cotonou,Benin
2933,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2934,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
2935,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Cotonou,Benin
2936,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Cotonou,Benin
2937,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Abomey Calavi,Benin
2938,IBITOKOU S,IBITOKOU S,CERPAGE  Fac Sci Sante,Cotonou,Benin
2939,IBITOKOU S,IBITOKOU S,Univ Paris 05  Fac Pharm,Paris,France
2940,IBITOKOU S,IBITOKOU SAMAD,Inst Rech Dev  UMR 216,Paris,France
2941,IBITOKOU S,IBITOKOU SAMAD,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2942,IBITOKOU S,IBITOKOU SAMAD,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
2943,IBITOKOU S A,IBITOKOU SAMAD A,Univ Abomey Calavi  Fac Sci Sante  Ctr Etude & Rech Paludisme Associe Grossesse & En,Cotonou,Benin
2944,IBITOKOU S A,IBITOKOU SAMAD A,Inst Rech Dev  UMR 216  Mere & Enfant Face Infect Trop,Paris,France
2945,IBITOKOU S A,IBITOKOU SAMAD A,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
2946,IBITOKOU S A,IBITOKOU SAMAD A,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin
2947,IBITOKOU S A,IBITOKOU SAMAD A,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2948,IBITOKOU S A,IBITOKOU SAMAD A,Inst Rech Dev  UMR 216,Paris,France
2949,IBITOKOU S A,IBITOKOU SAMAD A,Univ Paris 05  PRES Sorbonne Paris Cite  Fac Pharm,Paris,France
2950,IBRAHIM L M,IBRAHIM LAMINOU M,,,
2951,IBRAHIM L M,IBRAHIM LAMINOU M,Ctr Rech Med & Sanitaire,Niamey,Niger
2952,IBRAHIM M L,IBRAHIM MAMAN L,,,
2953,IBRAHIM M L,IBRAHIM MAMAN L,Ctr Rech Med & Sanit,Niamey,Niger
2954,IBRAHIM M L,IBRAHIM M L,,,
2955,IBRAHIM M L,IBRAHIM M L,Ctr Rech Med & Sanit,Niamey,Niger
2956,IBRAHIM S S,IBRAHIM SULAIMAN S,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2957,IBURG K M,IBURG KIM M,,,
2958,IBURG K M,IBURG KIM M,Aarhus Univ,Aarhus,Denmark
2959,IDAGHDOUR Y,IDAGHDOUR YOUSSEF,Univ Montreal  Mother & Child Univ Hosp Ctr CHU St Justin  Res Ctr  Montreal,PQ H3T 1C5,Canada
2960,IDRISOV B T,IDRISOV BULAT T,,,
2961,IDRISOV B T,IDRISOV BULAT T,Brandeis Univ,Waltham,MA USA
2962,IGWETA L K,IGWETA LILIAN K,Int Ctr Insect Physiol & Ecol Icipe,Nairobi,Kenya
2963,IMOROU Y,IMOROU YACOUBOU,,,
2964,IMOROU Y,IMOROU YACOUBOU,Minist Sante  Programme Natl Lute Paludisme,Cotonou,Benin
2965,IMRIE H,IMRIE HEATHER,,,
2966,IMRIE H,IMRIE HEATHER,Univ Oxford,Oxford OX1 2JD,England
2967,INKOOM E,INKOOM EBENEZER,,,
2968,INKOOM E,INKOOM EBENEZER,UNICEF Ghana,Accra N,Ghana
2969,INNOS K,INNOS KAIRE,,,
2970,INNOS K,INNOS KAIRE,Natl Inst Hlth Dev,Tallinn,Estonia
2971,IRISH S,IRISH S,London Sch Hyg & Trop Med,London WC1E 7HT,England
2972,IRISH S,IRISH SETH,,,
2973,IRISH S,IRISH SETH,London Sch Hyg & Trop Med,London WC1E 7HT,England
2974,IRISH S,IRISH SETH,London Sch Hyg & Trop Med,London WC1,England
2975,IRISH S,IRISH SETH,London Sch Hyg & Trop Med,London,England
2976,IRISH S,IRISH S,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
2977,IRISH S,IRISH S,Ctr Rech Entomol Cotonou,Cotonou,Benin
2978,IRISH S R,IRISH S R,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
2979,IRISH S R,IRISH S R,Ctr Rech Entomol Cotonou,Cotonou,Benin
2980,IRISH S R,IRISH SETH R,,,
2981,IRISH S R,IRISH SETH R,London Sch Hyg & Trop Med,London WC1E 7HT,England
2982,IRISH S R,IRISH SETH R,Univ London London Sch Hyg & Trop Med  Dept Infect & Trop Dis,London WC1E 7HT,England
2983,IRVING H,IRVING HELEN,,,
2984,IRVING H,IRVING HELEN,Univ Liverpool  Liverpool Sch Trop Med  Liverpool L3 5QA,Merseyside,England
2985,IRVING H,IRVING HELEN,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2986,IRVING H,IRVING HELEN,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
2987,IRVING H,IRVING HELEN,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
2988,ISMAIL H,ISMAIL HANAFY,,,
2989,ISMAIL H,ISMAIL HANAFY,Univ Liverpool Liverpool Sch Trop Med  Liverpool L3 5QA,Merseyside,England
2990,ISMAIL H M,ISMAIL HANAFY M,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2991,ISRAEL D K,ISRAEL DEMBA KODINDO,,,
2992,ISRAEL D K,ISRAEL DEMBA KODINDO,Programme Natl Lutte Contre Paludisme,Ndjamena,Chad
2993,ISSIFOU S,ISSIFOU SADDOU,,,
2994,ISSIFOU S,ISSIFOU SADDOU,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2995,ISSIFOU S,ISSIFOU S,,,
2996,ITOH T,ITOH T,,,
2997,IWAZ J,IWAZ JEAN,,,
2998,IWAZ J,IWAZ JEAN,Hosp Civils Lyon  Serv Biostat,Lyon,France
2999,IWAZ J,IWAZ JEAN,Univ Lyon,Lyon,France
3000,IWAZ J,IWAZ JEAN,Univ Lyon 1,F-69622 Villeurbanne,France
3001,IWAZ J,IWAZ JEAN,Ctr Natl Rech Sci  Unite Mixte Rech 5558  Lab Biometrie & Biol Evolut,Villeurbanne,France
3002,IWAZ J,IWAZ JEAN,Univ Lyon,F-69000 Lyon,France
3003,IWAZ J,IWAZ JEAN,Univ Lyon 1,F-69100 Villeurbanne,France
3004,IWAZ J,IWAZ JEAN,CNRS  Lab Biometrie & Biol Evolut  UMR5558,F-69100 Villeurbanne,France
3005,IWAZ J,IWAZ JEAN,Hosp Civils Lyon  Serv Biostat,F-69003 Lyon,France
3006,JACOBSEN K H,JACOBSEN KATHRYN H,,,
3007,JACOBSEN K H,JACOBSEN KATHRYN H,George Mason Univ,Fairfax,VA 22030 USA
3008,JAFARIGUEMOURI S,JAFARIGUEMOURI SAYEH,,,
3009,JAIN J P,JAIN JAY PRAKASH,,,
3010,JAIN J P,JAIN JAY PRAKASH,Novartis Healthcare Private Ltd  Hyderabad,Andhra Pradesh,India
3011,JAMET H P,JAMET HELEN PATES,,,
3012,JAMET H P,JAMET HELEN PATES,Vestergaard Frandsen SA,CH-1006 Lausanne,Switzerland
3013,JANSSENS B,JANSSENS BART,,,
3014,JANSSENS B,JANSSENS BART,Med Sans Frontieres Operat Ctr,Brussels,Belgium
3015,JEANFRANCOIS V,JEANFRANCOIS VELY,,,
3016,JEANMARC H,JEANMARC HOUGARD,,,
3017,JEEMON P,JEEMON PANNIYAMMAKAL,,,
3018,JEEMON P,JEEMON PANNIYAMMAKAL,Ctr Chron Dis Control,New Delhi,India
3019,JENKINS A,JENKINS ADAM,,,
3020,JENKINS A,JENKINS ADAM,Boston Coll,Boston,MA USA
3021,JENKINS A M,JENKINS ADAM M,,,
3022,JENKINS A M,JENKINS ADAM M,Boston Coll  Dept Biol,Chestnut Hill,MA 02167 USA
3023,JENKINS A M,JENKINS ADAM M,Boston Coll,Chestnut Hill,MA 02167 USA
3024,JENNISON C,JENNISON CHARLIE,,,
3025,JENNISON C,JENNISON CHARLIE,Walter & Eliza Hall Inst Med Res  Div Infect & Immun  Melbourne,Vic 3050,Australia
3026,JENSEN P N,JENSEN PAUL N,,,
3027,JENSEN P N,JENSEN PAUL N,Univ Washington,Seattle,WA 98195 USA
3028,JESPERSEN J S,JESPERSEN JAKOB S,,,
3029,JESPERSEN J S,JESPERSEN JAKOB S,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3030,JESPERSEN J S,JESPERSEN JAKOB S,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
3031,JESSEN L,JESSEN LEON,,,
3032,JESSEN L,JESSEN LEON,Tech Univ Denmark  Ctr Biol Sequence Anal  Dept Syst Biol,DK-2800 Lyngby,Denmark
3033,JHA V,JHA VIVEKANAND,,,
3034,JHA V,JHA VIVEKANAND,Postgrad Inst Med Educ & Res,Chandigarh,India
3035,JIANG G H,JIANG GUOHONG,,,
3036,JIANG G H,JIANG GUOHONG,Tianjin Ctr Dis Control & Prevent,Tianjin,Peoples R China
3037,JIMA D,JIMA DADDI,,,
3038,JIMA D,JIMA DADDI,Fed Minist Hlth,Addis Ababa,Ethiopia
3039,JIMA D,JIMA D,,,
3040,JIMA D,JIMA D,Fed Minist Hlth,Addis Ababa,Ethiopia
3041,JIN K Y,JIN KIM YUN,,,
3042,JIN K Y,JIN KIM YUN,TCM MEDICAL TK SDN BHD  Nusajaya,Johor Bahru,Malaysia
3043,JOHN D,JOHN DAVIS,,,
3044,JOHN D,JOHN DAVIS,Kilimanjaro Christian Med Ctr,Moshi,Tanzania
3045,JOHNSON E K,JOHNSON ELIZABETH K,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
3046,JOHNSON H,JOHNSON H,,,
3047,JONAS J B,JONAS JOST B,,,
3048,JONAS J B,JONAS JOST B,Heidelberg Univ  Med Fac Mannheim  Dept Ophthalmol,Mannheim,Germany
3049,JONES C M,JONES CHRISTOPHER M,,,
3050,JONES C M,JONES CHRISTOPHER M,Res Harpenden  Insect Migrat & Spatial Ecol  Harpenden AL5 2JQ,Herts,England
3051,JONES C M,JONES CHRISTOPHER M,Res Harpenden  Grp AgroEcol Rothamsted  Harpenden AL5 2JQ,Herts,England
3052,JONES C M,JONES CHRISTOPHER M,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
3053,JONES C M,JONES CHRISTOPHER M,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
3054,JONES J J,JONES JOEL J,,,
3055,JONES J J,JONES JOEL J,Minist Hlth & Social Welf  Natl Malaria Control Programme,Monrovia,Liberia
3056,JONES R,JONES REBECCA,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
3057,JONVILLE M C,JONVILLE MARIECAROLINE,,,
3058,JOSEPH C,JOSEPH CHABI,,,
3059,JOSEPH C,JOSEPH CHABI,Inst Rech Dev,Cotonou,Benin
3060,JOSEPH C,JOSEPH CHABI,CREC IRD,Cotonou,Benin
3061,JOST H,JOEST HANNA,,,
3062,JOST H,JOEST HANNA,WHO  Collaborating Ctr Arbovirus & Haemmorrhag Fever R  Bernhard Nocht Inst  Trop Med,Hamburg,Germany
3063,JOST H,JOEST HANNA,German Ctr Infect Res,Hamburg,Germany
3064,JOUIN H,JOUIN H,,,
3065,JOURNOT V,JOURNOT VALERIE,,,
3066,JOURNOT V,JOURNOT VALERIE,Ctr INSERM U897 Epidemiol Biostat,Bordeaux,France
3067,JUAREZ H S,JUAREZ HENRY S,,,
3068,JUAREZ H S,JUAREZ HENRY S,Agrosanidad SAC Archana EIRL,Lima 03,Peru
3069,JUEL K,JUEL KNUD,,,
3070,JUEL K,JUEL KNUD,Natl Inst Publ Hlth,Copenhagen,Denmark
3071,JUILLERAT A,JUILLERAT ALEXANDRE,Inst Pasteur  CNRS  Unite Immunol Struct  URA2185,Paris,France
3072,JUILLERAT A,JUILLERAT ALEXANDRE,,,
3073,JUILLERAT A,JUILLERAT ALEXANDRE,Inst Pasteur  Unite Immunol Struct,F-75015 Paris,France
3074,JUILLERAT A,JUILLERAT ALEXANDRE,CNRS  URA 2185,F-75015 Paris,France
3075,JULLIEN V,JULLIEN VINCENT,,,
3076,JULLIEN V,JULLIEN VINCENT,Univ Paris 05  AP HP,Paris,France
3077,JULLIEN V,JULLIEN VINCENT,Univ Paris 05  Assistance Publ Hop Paris,Paris,France
3078,JUMA E,JUMA ELIZABETH,,,
3079,JUMA E,JUMA ELIZABETH,Kenya Govt Med Res Ctr,Nairobi,Kenya
3080,JUMA E,JUMA E,,,
3081,JUMA E,JUMA E,Kenya Govt Med Res Ctr,Kisumu,Kenya
3082,JUMA E,JUMA ELIZABETH,Kenya Govt Med Res Ctr  Clin Res Ctr,Nairobi,Kenya
3083,JUMA E,JUMA E,Kenya Govt Med Res Ctr,Nairobi,Kenya
3084,JUMA E,JUMA ELIZABETH,Kenya Govt Med Res Ctr  Malaria Branch  Ctr Dis Control & Prevent,Kisumu,Kenya
3085,JUMA E O,JUMA ELIJAH O,Vestergaard Frandsen Ltd East Africa,Nairobi,Kenya
3086,KABANYWANYI A M,KABANYWANYI ABDUNOOR M,,,
3087,KABANYWANYI A M,KABANYWANYI ABDUNOOR M,Ifakara Hlth Inst IHI,Dodoma,Tanzania
3088,KABANYWANYI A M,KABANYWANYI ABDUNOOR M,Ifakara Hlth Inst,Dodoma,Tanzania
3089,KABANYWANYI A M,KABANYWANYI A M,,,
3090,KABANYWANYI A M,KABANYWANYI A M,Ifakara Hlth Inst,Dodoma,Tanzania
3091,KACHUR P S,KACHUR PATRICK S,,,
3092,KACHUR P S,KACHUR PATRICK S,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
3093,KACHUR S P,KACHUR S PATRICK,,,
3094,KACHUR S P,KACHUR S PATRICK,US Ctr Dis Control & Prevent,Atlanta,GA USA
3095,KADDUMUKASA M,KADDUMUKASA MARTHA,,,
3096,KADDUMUKASA M,KADDUMUKASA MARTHA,Uganda Virus Res Inst  Dept Arbovirol Emerging & Reemerging Infect,Entebbe,Uganda
3097,KAFY H T,KAFY HMOODA TOTO,,,
3098,KAFY H T,KAFY HMOODA TOTO,Fed Minist Hlth,Khartoum,Sudan
3099,KAGER P,KAGER PIET,,,
3100,KAGER P,KAGER PIET,Univ Amsterdam  Acad Med Ctr  Meibergdreef 9,NL-1105 AZ Amsterdam,Netherlands
3101,KAGER P A,KAGER PIET A,,,
