Id,init_name,last_name,first_name,affiliation,city,country
3012,LE MIRE J,LE MIRE,JACQUES,SONAMET Clin  Malaria Control Program,Lobito,Angola
3013,FIORENTINO G,FIORENTINO,GABRIELLA,,,
3014,FIORENTINO G,FIORENTINO,GABRIELLA,Univ Naples Federico II  Dept Biol,I-80126 Naples,Italy
3015,FORTES F,FORTES,FILOMENO,Minist Publ Hlth  Malaria Control Program,Luanda,Angola
3016,CARNEVALE P,CARNEVALE,PIERRE,IRD,Montpellier,France
3017,REMOUE F,REMOUE,FRANCK,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
3018,ARCA B,ARCA,BRUNO,,,
3019,ARCA B,ARCA,BRUNO,Univ Roma La Sapienza  Parasitol Sect  Dept Publ Hlth & Infect Dis,I-00185 Rome,Italy
3020,LAPIED B,LAPIED,BRUNO,IFR 149 QUASAV  USC INRA 2023  Lab RCIM UPRES EA 2647,F-49045 Angers,France
3021,PENNETIER C,PENNETIER,CEDRIC,IRD  Lab Lutte Insectes Nuisibles,F-34394 Montpellier 5,France
3022,APAIREMARCHAIS V,APAIREMARCHAIS,VERONIQUE,,,
3023,LICZNAR P,LICZNAR,PATRICIA,IFR 149 QUASAV  USC INRA 2023  Lab RCIM UPRES EA 2647,F-49045 Angers,France
3024,MALCOLM C,MALCOLM,C,,,
3025,MOGENSEN K,MOGENSEN,K,,,
3026,BERTHOMIEU A,BERTHOMIEU,A,,,
3027,MARQUINE M,MARQUINE,M,,,
3028,LINES J,LINES,JONATHAN,,,
3029,LINES J,LINES,JONATHAN,WHO  GMP,CH-1211 Geneva 27,Switzerland
3030,MOIROUX N,MOIROUX,NICOLAS,IRD,Cotonou,Benin
3031,MOIROUX N,MOIROUX,NICOLAS,CREC  Lab Natl  Minist Sante,Cotonou 06,Benin
3032,NKUNI Z,NKUNI,ZINGA,,,
3033,CORBEL V,CORBEL,VINCENT,IRD,Cotonou,Benin
3034,CORBEL V,CORBEL,VINCENT,CREC  Lab Natl  Minist Sante,Cotonou 06,Benin
3035,ANANI L Y,ANANI,L Y,FSS Cotonou  UFR Hematol,Cotonou,Benin
3036,BIGOT A,BIGOT,A,,,
3037,BIGOT A,BIGOT,A,FSS Cotonou  UFR Immunol,Cotonou,Benin
3038,LATOUNDJI S,LATOUNDJI,S,FSS Cotonou  UFR Hematol,Cotonou,Benin
3039,AHLONSOU E,AHLONSOU,E,,,
3040,AHLONSOU E,AHLONSOU,E,Agence Natl Transfus Sanguine,Cotonou,Benin
3041,DE SOUZA J,DE SOUZA,J,,,
3042,DE SOUZA J,DE SOUZA,J,UFR Gynecol Obstetr,Cotonou,Benin
3043,AKPLOGAN S,AKPLOGAN,S,,,
3044,AKPLOGAN S,AKPLOGAN,S,CNHU HKM  Hematol Lab,Cotonou,Benin
3045,LAWSON J,LAWSON,J,,,
3046,LAWSON J,LAWSON,J,CNHU HKM  Banque Sang,Cotonou,Benin
3047,PY J Y,PY,J Y,,,
3048,PY J Y,PY,J Y,EFS Ctr Atlant,Orleans,France
3049,ZOHOUN I,ZOHOUN,I,FSS Cotonou  UFR Hematol,Cotonou,Benin
3050,CORBEL V,CORBEL,VINCENT,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3051,CORBEL V,CORBEL,VINCENT,Ctr Rech Entomol Cotonou,Cotonou,Benin
3052,DAMIEN G B,DAMIEN,GEORGIA B,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3053,DAMIEN G B,DAMIEN,GEORGIA B,Ctr Rech Entomol Cotonou,Cotonou,Benin
3054,DJENONTIN A,DJENONTIN,ARMEL,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3055,DJENONTIN A,DJENONTIN,ARMEL,Ctr Rech Entomol Cotonou,Cotonou,Benin
3056,CHANDRE F,CHANDRE,FABRICE,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3057,CHANDRE F,CHANDRE,FABRICE,Lab Lutte Insectes Nuisibles,Montpellier,France
3058,ROGIER C,ROGIER,CHRISTOPHE,Univ Aix Marseille 2  Unite Rech Malad Infect & Trop Emergentes  Fac Med La Timone,Marseille,France
3059,MOIROUX N,MOIROUX,NICOLAS,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3060,MOIROUX N,MOIROUX,NICOLAS,Ctr Rech Entomol Cotonou,Cotonou,Benin
3061,CHABI J,CHABI,JOSEPH,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin
3062,BANGANNA B,BANGANNA,BIO,,,
3063,BANGANNA B,BANGANNA,BIO,Ctr Rech Entomol Cotonou,Cotonou,Benin
3064,PADONOU G G,PADONOU,GIL G,,,
3065,ANAGONOU R,ANAGONOU,RODRIGUE,CREC,Cotonou,Benin
3066,AIZOUN N,AIZOUN,NAZAIRE,CREC,Cotonou,Benin
3067,SEZONLIN M,SEZONLIN,MICHEL,FAST UAC  Lab Evolut Biodiversite Arthropodes & Assainissem,Abomey Calavi,Benin
3068,AKOGBETO M C,AKOGBETO,MARTIN C,FAST UAC  Lab Evolut Biodiversite Arthropodes & Assainissem,Abomey Calavi,Benin
3069,OXBOROUGH R M,OXBOROUGH,RICHARD M,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
3070,JONES R,JONES,REBECCA,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
3071,KITAU J,KITAU,JOVIN,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
3072,NGUFOR C,NGUFOR,CORINE,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
3073,NGUFOR C,NGUFOR,CORINE,Minist Sante  Lab Natl  Ctr Rech Entomol Cotonou  CREC Labs,Cotonou 06,Benin
3074,NGUFOR C,NGUFOR,CORINE,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
3075,MALONE D,MALONE,DAVID,Univ Liverpool Liverpool Sch Trop Med  IVCC  Liverpool L3 5QA,Merseyside,England
3076,MOSHA F W,MOSHA,FRANKLIN W,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
3077,ROWLAND M W,ROWLAND,MARK W,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
3078,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Univ Abomey Calavi,Cotonou,Benin
3079,VIWAMI F,VIWAMI,FIRMINE,Univ Abomey Calavi,Cotonou,Benin
3080,DENEOUD L,DENEOUD,LISE,,,
3081,DENEOUD L,DENEOUD,LISE,Inst Rech Dev,Cotonou,Benin
3082,GNIDEHOU S,GNIDEHOU,SEDAMI,Inst Rech Dev,Paris,France
3083,MOUSSILIOU A,MOUSSILIOU,AZIZATH,Univ Abomey Calavi,Cotonou,Benin
3084,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi,Cotonou,Benin
3085,SALANTI A,SALANTI,ALI,Univ Copenhagen,Copenhagen,Denmark
3086,NDAM N T,NDAM,NICAISE TUIKUE,Inst Rech Dev,Cotonou,Benin
3087,IBITOKOU S,IBITOKOU,SAMAD,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
3088,FIEVET N,FIEVET,NADINE,IRD  UMR216,Cotonou,Benin
3089,VIANOU B,VIANOU,BERLIN,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
3090,AGBOWAI C,AGBOWAI,CARINE,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
3091,EZINMEGNON S,EZINMEGNON,SEM,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
3092,OESTERHOLT M,OESTERHOLT,MAYKE,,,
3093,OESTERHOLT M,OESTERHOLT,MAYKE,Radboud Univ Nijmegen  Dept Med Microbiol  Med Ctr,NL-6525 ED Nijmegen,Netherlands
3094,THEANDER T,THEANDER,THOR,,,
3095,THEANDER T,THEANDER,THOR,Univ Copenhagen  Dept Int Hlth  Inst Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3096,VARANI S,VARANI,STEFANIA,Karolinska Univ Hosp  Dept Lab Med  Div Clin Microbiol,Huddinge,Sweden
3097,LUTY A J F,LUTY,ADRIAN J F,Radboud Univ Nijmegen  Dept Med Microbiol  Med Ctr,NL-6525 ED Nijmegen,Netherlands
3098,MITCHELL S N,MITCHELL,SARA N,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3099,RIGDEN D J,RIGDEN,DANIEL J,,,
3100,RIGDEN D J,RIGDEN,DANIEL J,Univ Liverpool  Inst Integrat Biol  Liverpool L69 3BX,Merseyside,England
3101,DOWD A J,DOWD,ANDREW J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3102,LU F,LU,FANG,,,
3103,LU F,LU,FANG,Univ Liverpool  Inst Integrat Biol  Liverpool L69 3BX,Merseyside,England
3104,WILDING C S,WILDING,CRAIG S,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3105,WEETMAN D,WEETMAN,DAVID,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3106,DADZIE S,DADZIE,SAMUEL,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3107,DADZIE S,DADZIE,SAMUEL,Univ Ghana  Noguchi Mem Inst Med Res,Legon,Ghana
3108,JENKINS A M,JENKINS,ADAM M,Boston Coll,Chestnut Hill,MA 02167 USA
3109,REGNA K,REGNA,KIMBERLY,Boston Coll,Chestnut Hill,MA 02167 USA
3110,BOKO P,BOKO,PELAGIE,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3111,DJOGBENOU L,DJOGBENOU,LUC,,,
3112,DJOGBENOU L,DJOGBENOU,LUC,Univ Dabomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
3113,MUSKAVITCH M A T,MUSKAVITCH,MARC A T,Boston Coll,Chestnut Hill,MA 02167 USA
3114,MUSKAVITCH M A T,MUSKAVITCH,MARC A T,Harvard Univ  Sch Publ Hlth,Boston,MA 02115 USA
3115,RANSON H,RANSON,HILARY,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3116,PAINE M J I,PAINE,MARK J I,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3117,MAYANS O,MAYANS,OLGA,,,
3118,MAYANS O,MAYANS,OLGA,Univ Liverpool  Inst Integrat Biol  Liverpool L69 3BX,Merseyside,England
3119,DONNELLY M J,DONNELLY,MARTIN J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
3120,TAMBO E,TAMBO,ERNEST,Chinese Ctr Dis Control & Prevent  Natl Inst Parasit Dis  WHO Collaborating Ctr Malaria Schisostomiasis & F  Key Lab Parasite & Vector Biol Minist Hlth,Shanghai 200025,Peoples R China
3121,TAMBO E,TAMBO,ERNEST,Houdegbe North Amer Univ  Sch Med & Pharm,Cotonou,Benin
3122,ADEDEJI A A,ADEDEJI,AHMED ADEBOWALE,,,
3123,ADEDEJI A A,ADEDEJI,AHMED ADEBOWALE,Kampala Int Univ  Dept Pharmacol & Toxicol  Ishaka,Bushenyi,Uganda
3124,HUANG F,HUANG,FANG,Chinese Ctr Dis Control & Prevent  Natl Inst Parasit Dis  WHO Collaborating Ctr Malaria Schisostomiasis & F  Key Lab Parasite & Vector Biol Minist Hlth,Shanghai 200025,Peoples R China
3125,CHEN J H,CHEN,JUNHU,,,
3126,ZHOU S S,ZHOU,SHUISEN,,,
3127,TANG L H,TANG,LINGHUA,,,
3128,DJOGBENOU L,DJOGBENOU,LUC,Ctr Rech Entomol Cotonou,Cotonou,Benin
3129,DJOGBENOU L,DJOGBENOU,LUC,Inst Rech Dev  Lab Lutte Contre Insectes Nuisibles,F-34394 Montpellier,France
3130,PASTEUR N,PASTEUR,NICOLE,Univ Montpellier 2  CNRS  Inst Sci Evolut  Equipe Genet Adaptat,F-34095 Montpellier,France
3131,BALDET T,BALDET,THIERRY,Ctr Rech Entomol Cotonou,Cotonou,Benin
3132,BALDET T,BALDET,THIERRY,Inst Rech Dev  Lab Lutte Contre Insectes Nuisibles,F-34394 Montpellier,France
3133,IRISH S R,IRISH,SETH R,,,
3134,IRISH S R,IRISH,SETH R,London Sch Hyg & Trop Med,London WC1E 7HT,England
3135,WEILL M,WEILL,MYLENE,Univ Montpellier 2  CNRS  Inst Sci Evolut  Equipe Genet Adaptat,F-34095 Montpellier,France
3136,CHANDRE F,CHANDRE,FABRICE,Inst Rech Dev  Lab Lutte Contre Insectes Nuisibles,F-34394 Montpellier,France
3137,LOKOSSOU A G,LOKOSSOU,ADJIMON GATIEN,Inst Dev Res,Paris,France
3138,DECHAVANNE C,DECHAVANNE,CELIA,Inst Dev Res,Paris,France
3139,BOURAIMA A,BOURAIMA,AZIZ,Inst Dev Res,Cotonou,Benin
3140,COURTIN D,COURTIN,DAVID,,,
3141,COURTIN D,COURTIN,DAVID,Inst Dev Res,Cotonou,Benin
3142,LE PORT A,LE PORT,AGNES,Inst Dev Res,Paris,France
3143,LADEKPO R,LADEKPO,RODOLPHE,Inst Dev Res,Cotonou,Benin
3144,NOUKPO J,NOUKPO,JULIEN,,,
3145,NOUKPO J,NOUKPO,JULIEN,Inst Dev Res,Cotonou,Benin
3146,BONOU D,BONOU,DESIRE,,,
3147,BONOU D,BONOU,DESIRE,Inst Dev Res,Cotonou,Benin
3148,AHOUANGNINOU C,AHOUANGNINOU,CLAUDE,Inst Dev Res,Cotonou,Benin
3149,LOUMEDJINON F,LOUMEDJINON,FRANCK,,,
3150,LOUMEDJINON F,LOUMEDJINON,FRANCK,Inst Dev Res,Cotonou,Benin
3151,DAOUDOU M,DAOUDOU,MESSANH,,,
3152,DAOUDOU M,DAOUDOU,MESSANH,Inst Dev Res,Cotonou,Benin
3153,GARCIA A,GARCIA,ANDRE,Inst Dev Res,Paris,France
3154,COTTRELL G,COTTRELL,G,IRD  Mere & Enfant Face Infect Trop UMR216,Cotonou,Benin
3155,COTTRELL G,COTTRELL,G,ISBA,Cotonou,Benin
3156,COTTRELL G,COTTRELL,G,Univ Abomey Calavi  Fac Sci & Technol,Cotonou,Benin
3157,KOUWAYE B,KOUWAYE,B,,,
3158,KOUWAYE B,KOUWAYE,B,Chaire Int Phys Math & Applicat,Cotonou,Benin
3159,KOUWAYE B,KOUWAYE,B,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France
3160,PIERRAT C,PIERRAT,C,,,
3161,PIERRAT C,PIERRAT,C,FSS,Cotonou,Benin
3162,PIERRAT C,PIERRAT,C,Ctr Rech & Etud Paludisme Associe Grossesse & Enf,Cotonou,Benin
3163,LE PORT A,LE PORT,A,,,
3164,LE PORT A,LE PORT,A,Ctr Rech & Etud Paludisme Associe Grossesse & Enf,Cotonou,Benin
3165,BOURAIMA A,BOURAIMA,A,CREC  IRD  CNRS  UM1 CNRS 5290 IRD 224,Cotonou,Benin
3166,BOURAIMA A,BOURAIMA,A,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
3167,FONTON N,FONTON,N,,,
3168,FONTON N,FONTON,N,Chaire Int Phys Math & Applicat,Cotonou,Benin
3169,FONTON N,FONTON,N,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France
3170,HOUNKONNOU N,HOUNKONNOU,N,,,
3171,HOUNKONNOU N,HOUNKONNOU,N,Chaire Int Phys Math & Applicat,Cotonou,Benin
3172,HOUNKONNOU N,HOUNKONNOU,N,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France
3173,MASSOUGBODJI A,MASSOUGBODJI,A,ISBA,Cotonou,Benin
3174,MASSOUGBODJI A,MASSOUGBODJI,A,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
3175,CORBEL V,CORBEL,V,Univ Paris 05  Fac Pharm,Paris,France
3176,GARCIA A,GARCIA,A,Univ Abomey Calavi  Fac Sci & Technol,Cotonou,Benin
3177,GARCIA A,GARCIA,A,Ctr Rech & Etud Paludisme Associe Grossesse & Enf,Cotonou,Benin
3178,BERTIN G I,BERTIN,GWLADYS I,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
3179,BERTIN G I,BERTIN,GWLADYS I,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
3180,LAVSTSEN T,LAVSTSEN,THOMAS,,,
3181,LAVSTSEN T,LAVSTSEN,THOMAS,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3182,LAVSTSEN T,LAVSTSEN,THOMAS,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
3183,GUILLONNEAU F,GUILLONNEAU,FRANCOIS,,,
3184,GUILLONNEAU F,GUILLONNEAU,FRANCOIS,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
3185,GUILLONNEAU F,GUILLONNEAU,FRANCOIS,Univ Paris 05  Prote Facil 3P5,Paris,France
3186,DORITCHAMOU J,DORITCHAMOU,JUSTIN,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
3187,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
3188,DORITCHAMOU J,DORITCHAMOU,JUSTIN,CERPAGE,Cotonou,Benin
3189,WANG C W,WANG,CHRISTIAN W,,,
3190,WANG C W,WANG,CHRISTIAN W,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3191,WANG C W,WANG,CHRISTIAN W,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
3192,JESPERSEN J S,JESPERSEN,JAKOB S,,,
3193,JESPERSEN J S,JESPERSEN,JAKOB S,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3194,JESPERSEN J S,JESPERSEN,JAKOB S,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
3195,EZIMEGNON S,EZIMEGNON,SEM,,,
3196,EZIMEGNON S,EZIMEGNON,SEM,CERPAGE,Cotonou,Benin
3197,FIEVET N,FIEVET,NADINE,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
3198,FIEVET N,FIEVET,NADINE,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
3199,FIEVET N,FIEVET,NADINE,CERPAGE,Cotonou,Benin
3200,ALAO M J,ALAO,MAROUFOU J,Mother & Child Hosp HOMEL  Dept Paediat,Cotonou,Benin
3201,LALYA F,LALYA,FRANCIS,CNHU  Dept Paediat,Cotonou,Benin
3202,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,CERPAGE,Cotonou,Benin
3203,NDAM N T,NDAM,NICAISE TUIKUE,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
3204,NDAM N T,NDAM,NICAISE TUIKUE,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
3205,THEANDER T G,THEANDER,THOR G,,,
3206,THEANDER T G,THEANDER,THOR G,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,Copenhagen,Denmark
3207,THEANDER T G,THEANDER,THOR G,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
3208,DELORON P,DELORON,PHILIPPE,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
3209,DARRIER F,DARRIER,F,,,
3210,FAYE O,FAYE,O,,,
3211,MOUCHET J,MOUCHET,J,,,
3212,MALES S,MALES,SYLVIA,,,
3213,CEESAY S J,CEESAY,SERIGN J,MRC Unit,Fajara,Gambia
3214,KOIVOGUI L,KOIVOGUI,LAMINE,Inst Natl Sante Publ,Conakry,Guinea
3215,TAAL M A,TAAL,MAKIE ABDOULIE,,,
3216,TAAL M A,TAAL,MAKIE ABDOULIE,Natl Publ Hlth Lab,Kotu,Gambia
3217,OKEBE J,OKEBE,JOSEPH,MRC Unit,Fajara,Gambia
3218,AFFARA M,AFFARA,MUNA,MRC Unit,Fajara,Gambia
3219,KAMAN L E,KAMAN,LAMA EUGENE,,,
3220,KAMAN L E,KAMAN,LAMA EUGENE,Inst Natl Sante Publ,Conakry,Guinea
3221,BOHISSOU F,BOHISSOU,FRANCIS,,,
3222,BOHISSOU F,BOHISSOU,FRANCIS,Ctr Rech Entomol Cotonou,Cotonou,Benin
3223,AGBOWAI C,AGBOWAI,CARINE,Ctr Rech Entomol Cotonou,Cotonou,Benin
3224,TOLNO B G,TOLNO,BENOIT GNIOUMA,,,
3225,TOLNO B G,TOLNO,BENOIT GNIOUMA,Inst Natl Sante Publ,Conakry,Guinea
3226,AMAMBUANGWA A,AMAMBUANGWA,ALFRED,,,
3227,BANGOURA N,BANGOURA,NFALY,,,
3228,BANGOURA N,BANGOURA,NFALY,Prefectoral Sante Faranah,Faranah,Guinea
3229,AHOUNOU D,AHOUNOU,DANIEL,,,
3230,MUHAMMAD A K,MUHAMMAD,ABDUL KHALIE,MRC Unit,Fajara,Gambia
3231,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
3232,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
3233,BIGEY P,BIGEY,PASCAL,,,
3234,BIGEY P,BIGEY,PASCAL,Univ Paris 05  ENSCP Chim ParisTech  INSERM  Unite Pharmacol Chim & Genet CNRS UMR8151 U1022,F-75006 Paris,France
3235,NIELSEN M A,NIELSEN,MORTEN AGERTOUG,,,
3236,NIELSEN M A,NIELSEN,MORTEN AGERTOUG,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1168 Copenhagen,Denmark
3237,NIELSEN M A,NIELSEN,MORTEN AGERTOUG,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,Copenhagen,Denmark
3238,EZINMEGNON S,EZINMEGNON,SEM,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
3239,BURGAIN A,BURGAIN,AURORE,,,
3240,BURGAIN A,BURGAIN,AURORE,Univ Paris 05  ENSCP Chim ParisTech  INSERM  Unite Pharmacol Chim & Genet CNRS UMR8151 U1022,F-75006 Paris,France
3241,DELORON P,DELORON,PHILIPPE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
3242,SALANTI A,SALANTI,ALI,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1168 Copenhagen,Denmark
3243,SALANTI A,SALANTI,ALI,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,Copenhagen,Denmark
3244,NDAM N T,NDAM,NICAISE TUIKUE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
3245,DAHLSTROM S,DAHLSTROEM,SABINA,Bichat C Bernard Hosp  Inst Med & Epidemiol Appl,Paris,France
3246,AUBOUY A,AUBOUY,AGNES,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
3247,AUBOUY A,AUBOUY,AGNES,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
3248,WAKPO A,WAKPO,ABEL,,,
3249,WAKPO A,WAKPO,ABEL,CERPAGE Lab,Cotonou,Benin
3250,EZINMEGNON S,EZINMEGNON,SEM,CERPAGE Lab,Cotonou,Benin
3251,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,CERPAGE Lab,Cotonou,Benin
3252,HOUZE P,HOUZE,PASCAL,St Louis Hosp  AP HP  Biochem Lab,Paris,France
3253,KENDJO E,KENDJO,ERIC,,,
3254,KENDJO E,KENDJO,ERIC,Bichat C Bernard Hosp  AP HP  Parasitol Lab  French Natl Malaria Reference Ctr,Paris,France
3255,KENDJO E,KENDJO,ERIC,Univ Tubingen  Inst Trop Med,Tubingen,Germany
3256,DELORON P,DELORON,PHILIPPE,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
3257,DELORON P,DELORON,PHILIPPE,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
3258,LE BRAS J,LE BRAS,JACQUES,Bichat C Bernard Hosp  Inst Med & Epidemiol Appl,Paris,France
3259,LE BRAS J,LE BRAS,JACQUES,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
3260,LE BRAS J,LE BRAS,JACQUES,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
3261,LE BRAS J,LE BRAS,JACQUES,Bichat C Bernard Hosp  AP HP  Parasitol Lab  French Natl Malaria Reference Ctr,Paris,France
3262,HOUZE S,HOUZE,SANDRINE,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
3263,HOUZE S,HOUZE,SANDRINE,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
3264,HOUZE S,HOUZE,SANDRINE,Bichat C Bernard Hosp  AP HP  Parasitol Lab  French Natl Malaria Reference Ctr,Paris,France
3265,STRODE C,STRODE,CLARE,Univ Liverpool Liverpool Sch Trop Med  Liverpool,Merseyside,England
3266,DJOUAKA R F,DJOUAKA,ROUSSEAU F,Ctr Rech Entomol Cotonou,Cotonou,Benin
3267,BAKARE A A,BAKARE,ADEKUNLE A,Univ Ibadan,Ibadan,Nigeria
3268,HEMINGWAY J,HEMINGWAY,JANET,Univ Liverpool Liverpool Sch Trop Med  Liverpool,Merseyside,England
3269,YADOULETON A W,YADOULETON,ANGES W,CREC,Cotonou,Benin
3270,PADONOU G,PADONOU,GIL,CREC,Cotonou,Benin
3271,ASIDI A,ASIDI,ALEX,London Sch Hyg & Trop Med,London WC1,England
3272,MOIROUX N,MOIROUX,NICOLAS,CREC,Cotonou,Benin
3273,MOIROUX N,MOIROUX,NICOLAS,IRD  UR016,Cotonou,Benin
3274,BIOBANGANNA S,BIOBANGANNA,SAHABI,,,
3275,YACOUBOU I,YACOUBOU,IMOROU,,,
3276,GAZARD K,GAZARD,KINDE,,,
3277,AUBOUY A,AUBOUY,AGNES,IRD,Paris,France
3278,MAKOUTODE P,MAKOUTODE,PATRICK,IRSP,Ouidah,Benin
3279,ABIOU G,ABIOU,GRACE,Parasitol,Cotonou,Benin
3280,BEHETON T,BEHETON,TODOEGNON,IRD,Paris,France
3281,DORITCHAMOU J,DORITCHAMOU,JUSTIN,IRD,Paris,France
3282,OUENDO E,OUENDO,EDGARD,IRSP,Ouidah,Benin
3283,DELORON P,DELORON,PHILIPPE,IRD,Paris,France
3284,NDAM N T,NDAM,NICAISE TUIKUE,Inst Rech Dev,F-75006 Paris,France
3285,NDAM N T,NDAM,NICAISE TUIKUE,Pole Rech & Enseignement Super  Sorbonne Paris Cite,Paris,France
3286,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Inst Rech Dev,F-75006 Paris,France
3287,NIELSEN M A,NIELSEN,MORTEN A,,,
3288,NIELSEN M A,NIELSEN,MORTEN A,Univ Copenhagen,Copenhagen,Denmark
